Dependency ID,Predecessor Code,Successor Code,Type,Lag
"dep-civ-exca-0130-civ-rein-0132","CIV-EXCA-0130","CIV-REIN-0132","SS",5
"dep-civ-exca-0130-pip-fabr-0010","CIV-EXCA-0130","PIP-FABR-0010","FS",0
"dep-civ-exca-0130-pip-weld-0021","CIV-EXCA-0130","PIP-WELD-0021","FS",0
"dep-civ-exca-0130-pip-fabr-0026","CIV-EXCA-0130","PIP-FABR-0026","FS",2
"dep-civ-rein-0132-pip-fabr-0010","CIV-REIN-0132","PIP-FABR-0010","FS",3
"dep-civ-rein-0132-pip-weld-0021","CIV-REIN-0132","PIP-WELD-0021","SF",0
"dep-civ-rein-0132-pip-fabr-0026","CIV-REIN-0132","PIP-FABR-0026","FS",0
"dep-civ-rein-0132-pip-erec-0035","CIV-REIN-0132","PIP-EREC-0035","FS",3
"dep-pip-fabr-0010-pip-weld-0021","PIP-FABR-0010","PIP-WELD-0021","SS",2
"dep-pip-fabr-0010-pip-fabr-0026","PIP-FABR-0010","PIP-FABR-0026","FS",0
"dep-pip-fabr-0010-pip-erec-0035","PIP-FABR-0010","PIP-EREC-0035","FS",0
"dep-pip-fabr-0010-pip-ndt-0038","PIP-FABR-0010","PIP-NDT-0038","FS",0
"dep-pip-weld-0021-pip-fabr-0026","PIP-WELD-0021","PIP-FABR-0026","FS",0
"dep-pip-weld-0021-pip-erec-0035","PIP-WELD-0021","PIP-EREC-0035","FS",0
"dep-pip-weld-0021-pip-ndt-0038","PIP-WELD-0021","PIP-NDT-0038","FS",0
"dep-pip-weld-0021-pip-flus-0040","PIP-WELD-0021","PIP-FLUS-0040","FS",0
"dep-pip-fabr-0026-pip-erec-0035","PIP-FABR-0026","PIP-EREC-0035","FS",0
"dep-pip-fabr-0026-pip-ndt-0038","PIP-FABR-0026","PIP-NDT-0038","FS",0
"dep-pip-fabr-0026-pip-flus-0040","PIP-FABR-0026","PIP-FLUS-0040","FS",0
"dep-pip-fabr-0026-pip-erec-0043","PIP-FABR-0026","PIP-EREC-0043","FS",0
"dep-pip-erec-0035-pip-ndt-0038","PIP-EREC-0035","PIP-NDT-0038","FS",0
"dep-pip-erec-0035-pip-flus-0040","PIP-EREC-0035","PIP-FLUS-0040","SF",0
"dep-pip-erec-0035-pip-erec-0043","PIP-EREC-0035","PIP-EREC-0043","SS",3
"dep-pip-ndt-0038-pip-flus-0040","PIP-NDT-0038","PIP-FLUS-0040","SS",4
"dep-pip-ndt-0038-pip-erec-0043","PIP-NDT-0038","PIP-EREC-0043","SS",1
"dep-pip-flus-0040-pip-erec-0043","PIP-FLUS-0040","PIP-EREC-0043","FS",0
"dep-civ-clea-0009-civ-exca-0010","CIV-CLEA-0009","CIV-EXCA-0010","FS",0
"dep-civ-clea-0009-civ-clea-0025","CIV-CLEA-0009","CIV-CLEA-0025","FS",0
"dep-civ-clea-0009-civ-exca-0026","CIV-CLEA-0009","CIV-EXCA-0026","FS",2
"dep-civ-clea-0009-civ-grou-0072","CIV-CLEA-0009","CIV-GROU-0072","FS",0
"dep-civ-exca-0010-civ-clea-0025","CIV-EXCA-0010","CIV-CLEA-0025","FS",0
"dep-civ-exca-0010-civ-exca-0026","CIV-EXCA-0010","CIV-EXCA-0026","FS",0
"dep-civ-exca-0010-civ-grou-0072","CIV-EXCA-0010","CIV-GROU-0072","SS",3
"dep-civ-exca-0010-civ-back-0087","CIV-EXCA-0010","CIV-BACK-0087","FS",0
"dep-civ-clea-0025-civ-exca-0026","CIV-CLEA-0025","CIV-EXCA-0026","FS",0
"dep-civ-clea-0025-civ-grou-0072","CIV-CLEA-0025","CIV-GROU-0072","FS",3
"dep-civ-clea-0025-civ-back-0087","CIV-CLEA-0025","CIV-BACK-0087","FS",0
"dep-civ-clea-0025-civ-clea-0089","CIV-CLEA-0025","CIV-CLEA-0089","FS",1
"dep-civ-exca-0026-civ-grou-0072","CIV-EXCA-0026","CIV-GROU-0072","FS",1
"dep-civ-exca-0026-civ-back-0087","CIV-EXCA-0026","CIV-BACK-0087","FS",1
"dep-civ-exca-0026-civ-clea-0089","CIV-EXCA-0026","CIV-CLEA-0089","FS",0
"dep-civ-exca-0026-civ-clea-0097","CIV-EXCA-0026","CIV-CLEA-0097","FS",0
"dep-civ-grou-0072-civ-back-0087","CIV-GROU-0072","CIV-BACK-0087","FS",0
"dep-civ-grou-0072-civ-clea-0089","CIV-GROU-0072","CIV-CLEA-0089","FS",2
"dep-civ-grou-0072-civ-clea-0097","CIV-GROU-0072","CIV-CLEA-0097","FS",0
"dep-civ-grou-0072-civ-pcc-0115","CIV-GROU-0072","CIV-PCC-0115","FS",0
"dep-civ-back-0087-civ-clea-0089","CIV-BACK-0087","CIV-CLEA-0089","SS",2
"dep-civ-back-0087-civ-clea-0097","CIV-BACK-0087","CIV-CLEA-0097","FS",0
"dep-civ-back-0087-civ-pcc-0115","CIV-BACK-0087","CIV-PCC-0115","FS",0
"dep-civ-back-0087-civ-rein-0116","CIV-BACK-0087","CIV-REIN-0116","FS",0
"dep-civ-clea-0089-civ-clea-0097","CIV-CLEA-0089","CIV-CLEA-0097","FS",0
"dep-civ-clea-0089-civ-pcc-0115","CIV-CLEA-0089","CIV-PCC-0115","FS",0
"dep-civ-clea-0089-civ-rein-0116","CIV-CLEA-0089","CIV-REIN-0116","FS",0
"dep-civ-clea-0089-civ-rein-0124","CIV-CLEA-0089","CIV-REIN-0124","FS",0
"dep-civ-clea-0097-civ-pcc-0115","CIV-CLEA-0097","CIV-PCC-0115","FS",0
"dep-civ-clea-0097-civ-rein-0116","CIV-CLEA-0097","CIV-REIN-0116","FS",0
"dep-civ-clea-0097-civ-rein-0124","CIV-CLEA-0097","CIV-REIN-0124","FF",2
"dep-civ-clea-0097-pip-insu-0001","CIV-CLEA-0097","PIP-INSU-0001","FS",0
"dep-civ-pcc-0115-civ-rein-0116","CIV-PCC-0115","CIV-REIN-0116","FS",1
"dep-civ-pcc-0115-civ-rein-0124","CIV-PCC-0115","CIV-REIN-0124","FS",2
"dep-civ-pcc-0115-pip-insu-0001","CIV-PCC-0115","PIP-INSU-0001","FS",0
"dep-civ-pcc-0115-pip-erec-0003","CIV-PCC-0115","PIP-EREC-0003","FS",0
"dep-civ-rein-0116-civ-rein-0124","CIV-REIN-0116","CIV-REIN-0124","FS",0
"dep-civ-rein-0116-pip-insu-0001","CIV-REIN-0116","PIP-INSU-0001","SS",3
"dep-civ-rein-0116-pip-erec-0003","CIV-REIN-0116","PIP-EREC-0003","FS",0
"dep-civ-rein-0116-pip-fitu-0004","CIV-REIN-0116","PIP-FITU-0004","SS",3
"dep-civ-rein-0124-pip-insu-0001","CIV-REIN-0124","PIP-INSU-0001","FS",2
"dep-civ-rein-0124-pip-erec-0003","CIV-REIN-0124","PIP-EREC-0003","FS",3
"dep-civ-rein-0124-pip-fitu-0004","CIV-REIN-0124","PIP-FITU-0004","FS",0
"dep-civ-rein-0124-pip-flus-0008","CIV-REIN-0124","PIP-FLUS-0008","FS",0
"dep-pip-insu-0001-pip-erec-0003","PIP-INSU-0001","PIP-EREC-0003","FS",3
"dep-pip-insu-0001-pip-fitu-0004","PIP-INSU-0001","PIP-FITU-0004","SS",3
"dep-pip-insu-0001-pip-flus-0008","PIP-INSU-0001","PIP-FLUS-0008","FS",0
"dep-pip-insu-0001-pip-ndt-0030","PIP-INSU-0001","PIP-NDT-0030","FS",0
"dep-pip-erec-0003-pip-fitu-0004","PIP-EREC-0003","PIP-FITU-0004","FS",0
"dep-pip-erec-0003-pip-flus-0008","PIP-EREC-0003","PIP-FLUS-0008","FS",0
"dep-pip-erec-0003-pip-ndt-0030","PIP-EREC-0003","PIP-NDT-0030","SS",4
"dep-pip-erec-0003-pip-hydr-0031","PIP-EREC-0003","PIP-HYDR-0031","SF",0
"dep-pip-fitu-0004-pip-flus-0008","PIP-FITU-0004","PIP-FLUS-0008","FS",0
"dep-pip-fitu-0004-pip-ndt-0030","PIP-FITU-0004","PIP-NDT-0030","FS",0
"dep-pip-fitu-0004-pip-hydr-0031","PIP-FITU-0004","PIP-HYDR-0031","FS",0
"dep-pip-fitu-0004-pip-fabr-0050","PIP-FITU-0004","PIP-FABR-0050","SS",2
"dep-pip-flus-0008-pip-ndt-0030","PIP-FLUS-0008","PIP-NDT-0030","FS",0
"dep-pip-flus-0008-pip-hydr-0031","PIP-FLUS-0008","PIP-HYDR-0031","FS",0
"dep-pip-flus-0008-pip-fabr-0050","PIP-FLUS-0008","PIP-FABR-0050","SS",4
"dep-pip-flus-0008-pip-ndt-0054","PIP-FLUS-0008","PIP-NDT-0054","FS",0
"dep-pip-ndt-0030-pip-hydr-0031","PIP-NDT-0030","PIP-HYDR-0031","FS",0
"dep-pip-ndt-0030-pip-fabr-0050","PIP-NDT-0030","PIP-FABR-0050","FS",0
"dep-pip-ndt-0030-pip-ndt-0054","PIP-NDT-0030","PIP-NDT-0054","FS",0
"dep-pip-hydr-0031-pip-fabr-0050","PIP-HYDR-0031","PIP-FABR-0050","FS",0
"dep-pip-hydr-0031-pip-ndt-0054","PIP-HYDR-0031","PIP-NDT-0054","FS",0
"dep-pip-fabr-0050-pip-ndt-0054","PIP-FABR-0050","PIP-NDT-0054","FS",2
"dep-civ-pcc-0011-civ-conc-0022","CIV-PCC-0011","CIV-CONC-0022","SF",0
"dep-civ-pcc-0011-civ-grou-0032","CIV-PCC-0011","CIV-GROU-0032","FS",1
"dep-civ-pcc-0011-civ-pcc-0027","CIV-PCC-0011","CIV-PCC-0027","FS",0
"dep-civ-pcc-0011-civ-pcc-0035","CIV-PCC-0011","CIV-PCC-0035","FS",0
"dep-civ-conc-0022-civ-grou-0032","CIV-CONC-0022","CIV-GROU-0032","FS",3
"dep-civ-conc-0022-civ-pcc-0027","CIV-CONC-0022","CIV-PCC-0027","FS",0
"dep-civ-conc-0022-civ-pcc-0035","CIV-CONC-0022","CIV-PCC-0035","SF",0
"dep-civ-conc-0022-civ-back-0039","CIV-CONC-0022","CIV-BACK-0039","SS",4
"dep-civ-grou-0032-civ-pcc-0027","CIV-GROU-0032","CIV-PCC-0027","FS",0
"dep-civ-grou-0032-civ-pcc-0035","CIV-GROU-0032","CIV-PCC-0035","FS",0
"dep-civ-grou-0032-civ-back-0039","CIV-GROU-0032","CIV-BACK-0039","FS",0
"dep-civ-grou-0032-civ-grou-0048","CIV-GROU-0032","CIV-GROU-0048","FS",0
"dep-civ-pcc-0027-civ-pcc-0035","CIV-PCC-0027","CIV-PCC-0035","FS",0
"dep-civ-pcc-0027-civ-back-0039","CIV-PCC-0027","CIV-BACK-0039","FS",3
"dep-civ-pcc-0027-civ-grou-0048","CIV-PCC-0027","CIV-GROU-0048","FS",0
"dep-civ-pcc-0027-civ-form-0053","CIV-PCC-0027","CIV-FORM-0053","FS",0
"dep-civ-pcc-0035-civ-back-0039","CIV-PCC-0035","CIV-BACK-0039","FS",0
"dep-civ-pcc-0035-civ-grou-0048","CIV-PCC-0035","CIV-GROU-0048","FS",0
"dep-civ-pcc-0035-civ-form-0053","CIV-PCC-0035","CIV-FORM-0053","FS",0
"dep-civ-pcc-0035-civ-form-0061","CIV-PCC-0035","CIV-FORM-0061","FS",0
"dep-civ-back-0039-civ-grou-0048","CIV-BACK-0039","CIV-GROU-0048","FS",3
"dep-civ-back-0039-civ-form-0053","CIV-BACK-0039","CIV-FORM-0053","FS",2
"dep-civ-back-0039-civ-form-0061","CIV-BACK-0039","CIV-FORM-0061","FS",0
"dep-civ-back-0039-civ-pcc-0067","CIV-BACK-0039","CIV-PCC-0067","FS",2
"dep-civ-grou-0048-civ-form-0053","CIV-GROU-0048","CIV-FORM-0053","FS",3
"dep-civ-grou-0048-civ-form-0061","CIV-GROU-0048","CIV-FORM-0061","SS",3
"dep-civ-grou-0048-civ-pcc-0067","CIV-GROU-0048","CIV-PCC-0067","FS",1
"dep-civ-grou-0048-civ-back-0071","CIV-GROU-0048","CIV-BACK-0071","SS",4
"dep-civ-form-0053-civ-form-0061","CIV-FORM-0053","CIV-FORM-0061","FS",0
"dep-civ-form-0053-civ-pcc-0067","CIV-FORM-0053","CIV-PCC-0067","FS",0
"dep-civ-form-0053-civ-back-0071","CIV-FORM-0053","CIV-BACK-0071","FS",0
"dep-civ-form-0053-civ-grou-0088","CIV-FORM-0053","CIV-GROU-0088","FS",0
"dep-civ-form-0061-civ-pcc-0067","CIV-FORM-0061","CIV-PCC-0067","FS",0
"dep-civ-form-0061-civ-back-0071","CIV-FORM-0061","CIV-BACK-0071","FS",0
"dep-civ-form-0061-civ-grou-0088","CIV-FORM-0061","CIV-GROU-0088","FS",0
"dep-civ-form-0061-civ-grou-0096","CIV-FORM-0061","CIV-GROU-0096","FS",2
"dep-civ-pcc-0067-civ-back-0071","CIV-PCC-0067","CIV-BACK-0071","SF",0
"dep-civ-pcc-0067-civ-grou-0088","CIV-PCC-0067","CIV-GROU-0088","FS",0
"dep-civ-pcc-0067-civ-grou-0096","CIV-PCC-0067","CIV-GROU-0096","FS",0
"dep-civ-pcc-0067-pip-hydr-0015","CIV-PCC-0067","PIP-HYDR-0015","FS",0
"dep-civ-back-0071-civ-grou-0088","CIV-BACK-0071","CIV-GROU-0088","FS",0
"dep-civ-back-0071-civ-grou-0096","CIV-BACK-0071","CIV-GROU-0096","SS",3
"dep-civ-back-0071-pip-hydr-0015","CIV-BACK-0071","PIP-HYDR-0015","FF",0
"dep-civ-back-0071-pip-hydr-0039","CIV-BACK-0071","PIP-HYDR-0039","FS",0
"dep-civ-grou-0088-civ-grou-0096","CIV-GROU-0088","CIV-GROU-0096","FS",0
"dep-civ-grou-0088-pip-hydr-0015","CIV-GROU-0088","PIP-HYDR-0015","FS",0
"dep-civ-grou-0088-pip-hydr-0039","CIV-GROU-0088","PIP-HYDR-0039","FS",0
"dep-civ-grou-0088-pip-fitu-0036","CIV-GROU-0088","PIP-FITU-0036","SS",4
"dep-civ-grou-0096-pip-hydr-0015","CIV-GROU-0096","PIP-HYDR-0015","SS",1
"dep-civ-grou-0096-pip-hydr-0039","CIV-GROU-0096","PIP-HYDR-0039","FS",0
"dep-civ-grou-0096-pip-fitu-0036","CIV-GROU-0096","PIP-FITU-0036","FS",2
"dep-civ-grou-0096-pip-fitu-0044","CIV-GROU-0096","PIP-FITU-0044","FS",0
"dep-pip-hydr-0015-pip-hydr-0039","PIP-HYDR-0015","PIP-HYDR-0039","FS",0
"dep-pip-hydr-0015-pip-fitu-0036","PIP-HYDR-0015","PIP-FITU-0036","FS",3
"dep-pip-hydr-0015-pip-fitu-0044","PIP-HYDR-0015","PIP-FITU-0044","FS",0
"dep-pip-hydr-0015-pip-flus-0064","PIP-HYDR-0015","PIP-FLUS-0064","FS",3
"dep-pip-hydr-0039-pip-fitu-0036","PIP-HYDR-0039","PIP-FITU-0036","FS",0
"dep-pip-hydr-0039-pip-fitu-0044","PIP-HYDR-0039","PIP-FITU-0044","FS",0
"dep-pip-hydr-0039-pip-flus-0064","PIP-HYDR-0039","PIP-FLUS-0064","FS",0
"dep-pip-fitu-0036-pip-fitu-0044","PIP-FITU-0036","PIP-FITU-0044","FS",0
"dep-pip-fitu-0036-pip-flus-0064","PIP-FITU-0036","PIP-FLUS-0064","FS",1
"dep-pip-fitu-0044-pip-flus-0064","PIP-FITU-0044","PIP-FLUS-0064","FS",2
"dep-civ-form-0013-civ-clea-0017","CIV-FORM-0013","CIV-CLEA-0017","FS",2
"dep-civ-form-0013-civ-exca-0018","CIV-FORM-0013","CIV-EXCA-0018","FS",0
"dep-civ-form-0013-civ-exca-0042","CIV-FORM-0013","CIV-EXCA-0042","SF",0
"dep-civ-form-0013-civ-clea-0041","CIV-FORM-0013","CIV-CLEA-0041","FS",0
"dep-civ-clea-0017-civ-exca-0018","CIV-CLEA-0017","CIV-EXCA-0018","FS",0
"dep-civ-clea-0017-civ-exca-0042","CIV-CLEA-0017","CIV-EXCA-0042","FS",0
"dep-civ-clea-0017-civ-clea-0041","CIV-CLEA-0017","CIV-CLEA-0041","FS",0
"dep-civ-clea-0017-civ-conc-0046","CIV-CLEA-0017","CIV-CONC-0046","SS",3
"dep-civ-exca-0018-civ-exca-0042","CIV-EXCA-0018","CIV-EXCA-0042","SS",1
"dep-civ-exca-0018-civ-clea-0041","CIV-EXCA-0018","CIV-CLEA-0041","FS",0
"dep-civ-exca-0018-civ-conc-0046","CIV-EXCA-0018","CIV-CONC-0046","FS",0
"dep-civ-exca-0018-civ-clea-0057","CIV-EXCA-0018","CIV-CLEA-0057","FS",0
"dep-civ-exca-0042-civ-clea-0041","CIV-EXCA-0042","CIV-CLEA-0041","SS",3
"dep-civ-exca-0042-civ-conc-0046","CIV-EXCA-0042","CIV-CONC-0046","SS",2
"dep-civ-exca-0042-civ-clea-0057","CIV-EXCA-0042","CIV-CLEA-0057","FS",0
"dep-civ-exca-0042-civ-back-0055","CIV-EXCA-0042","CIV-BACK-0055","FS",1
"dep-civ-clea-0041-civ-conc-0046","CIV-CLEA-0041","CIV-CONC-0046","SS",5
"dep-civ-clea-0041-civ-clea-0057","CIV-CLEA-0041","CIV-CLEA-0057","FS",0
"dep-civ-clea-0041-civ-back-0055","CIV-CLEA-0041","CIV-BACK-0055","FF",1
"dep-civ-clea-0041-civ-rein-0084","CIV-CLEA-0041","CIV-REIN-0084","FS",0
"dep-civ-conc-0046-civ-clea-0057","CIV-CONC-0046","CIV-CLEA-0057","FS",0
"dep-civ-conc-0046-civ-back-0055","CIV-CONC-0046","CIV-BACK-0055","FS",0
"dep-civ-conc-0046-civ-rein-0084","CIV-CONC-0046","CIV-REIN-0084","FS",3
"dep-civ-conc-0046-civ-rein-0092","CIV-CONC-0046","CIV-REIN-0092","FS",0
"dep-civ-clea-0057-civ-back-0055","CIV-CLEA-0057","CIV-BACK-0055","FS",1
"dep-civ-clea-0057-civ-rein-0084","CIV-CLEA-0057","CIV-REIN-0084","FS",0
"dep-civ-clea-0057-civ-rein-0092","CIV-CLEA-0057","CIV-REIN-0092","FS",2
"dep-civ-clea-0057-civ-pcc-0099","CIV-CLEA-0057","CIV-PCC-0099","FS",1
"dep-civ-back-0055-civ-rein-0084","CIV-BACK-0055","CIV-REIN-0084","FS",0
"dep-civ-back-0055-civ-rein-0092","CIV-BACK-0055","CIV-REIN-0092","FS",3
"dep-civ-back-0055-civ-pcc-0099","CIV-BACK-0055","CIV-PCC-0099","FS",0
"dep-civ-back-0055-civ-rein-0108","CIV-BACK-0055","CIV-REIN-0108","FS",0
"dep-civ-rein-0084-civ-rein-0092","CIV-REIN-0084","CIV-REIN-0092","FS",0
"dep-civ-rein-0084-civ-pcc-0099","CIV-REIN-0084","CIV-PCC-0099","FS",3
"dep-civ-rein-0084-civ-rein-0108","CIV-REIN-0084","CIV-REIN-0108","FS",0
"dep-civ-rein-0084-civ-grou-0112","CIV-REIN-0084","CIV-GROU-0112","FS",2
"dep-civ-rein-0092-civ-pcc-0099","CIV-REIN-0092","CIV-PCC-0099","FS",3
"dep-civ-rein-0092-civ-rein-0108","CIV-REIN-0092","CIV-REIN-0108","FS",0
"dep-civ-rein-0092-civ-grou-0112","CIV-REIN-0092","CIV-GROU-0112","FS",0
"dep-civ-rein-0092-civ-exca-0114","CIV-REIN-0092","CIV-EXCA-0114","FS",0
"dep-civ-pcc-0099-civ-rein-0108","CIV-PCC-0099","CIV-REIN-0108","FS",3
"dep-civ-pcc-0099-civ-grou-0112","CIV-PCC-0099","CIV-GROU-0112","FS",0
"dep-civ-pcc-0099-civ-exca-0114","CIV-PCC-0099","CIV-EXCA-0114","FS",0
"dep-civ-pcc-0099-civ-back-0111","CIV-PCC-0099","CIV-BACK-0111","FS",0
"dep-civ-rein-0108-civ-grou-0112","CIV-REIN-0108","CIV-GROU-0112","FS",0
"dep-civ-rein-0108-civ-exca-0114","CIV-REIN-0108","CIV-EXCA-0114","SF",0
"dep-civ-rein-0108-civ-back-0111","CIV-REIN-0108","CIV-BACK-0111","SS",1
"dep-civ-rein-0108-civ-form-0125","CIV-REIN-0108","CIV-FORM-0125","FS",0
"dep-civ-grou-0112-civ-exca-0114","CIV-GROU-0112","CIV-EXCA-0114","FS",1
"dep-civ-grou-0112-civ-back-0111","CIV-GROU-0112","CIV-BACK-0111","FS",0
"dep-civ-grou-0112-civ-form-0125","CIV-GROU-0112","CIV-FORM-0125","FS",0
"dep-civ-grou-0112-pip-hydr-0007","CIV-GROU-0112","PIP-HYDR-0007","FS",0
"dep-civ-exca-0114-civ-back-0111","CIV-EXCA-0114","CIV-BACK-0111","FS",2
"dep-civ-exca-0114-civ-form-0125","CIV-EXCA-0114","CIV-FORM-0125","FS",0
"dep-civ-exca-0114-pip-hydr-0007","CIV-EXCA-0114","PIP-HYDR-0007","FS",0
"dep-civ-exca-0114-pip-fabr-0002","CIV-EXCA-0114","PIP-FABR-0002","FS",0
"dep-civ-back-0111-civ-form-0125","CIV-BACK-0111","CIV-FORM-0125","FS",0
"dep-civ-back-0111-pip-hydr-0007","CIV-BACK-0111","PIP-HYDR-0007","FS",0
"dep-civ-back-0111-pip-fabr-0002","CIV-BACK-0111","PIP-FABR-0002","SS",2
"dep-civ-back-0111-pip-ndt-0006","CIV-BACK-0111","PIP-NDT-0006","FS",0
"dep-civ-form-0125-pip-hydr-0007","CIV-FORM-0125","PIP-HYDR-0007","FS",0
"dep-civ-form-0125-pip-fabr-0002","CIV-FORM-0125","PIP-FABR-0002","FS",0
"dep-civ-form-0125-pip-ndt-0006","CIV-FORM-0125","PIP-NDT-0006","FS",0
"dep-civ-form-0125-pip-insu-0009","CIV-FORM-0125","PIP-INSU-0009","FS",0
