Activity ID,WBS Code,Name,Description,Discipline,Activity Type,Location,Equipment Tag,Planned Start,Planned Finish,Duration Days,Planned Progress,Actual Progress,Status,Critical Path
"CIV-CONC-0062","1.0 > 1.1 > 1.1.3 > 1.1.3.1 > 1.1.3.1.3 > 1.1.3.1.3.1","Structural Concrete Pouring & Curing - Main Raft Slab","Structural Concrete Pouring & Curing for Main Raft Slab located at Process Area (Hydrocarbon Condensate Unit).","CIVIL","CONCRETE","Process Area - Hydrocarbon Condensate Unit","","2026-04-24T08:00:00.000Z","2026-05-01T08:00:00.000Z",7,1,1,"COMPLETED",false
"CIV-BACK-0063","1.0 > 1.1 > 1.1.3 > 1.1.3.1 > 1.1.3.1.3 > 1.1.3.1.3.2","Earth Backfilling & Layer Compaction - Cable Trench","Earth Backfilling & Layer Compaction for Cable Trench located at Condensate & Slop Tank Farm (Condensate Storage Tank TK-301).","CIVIL","BACKFILLING","Condensate & Slop Tank Farm - Condensate Storage Tank TK-301","","2026-04-24T08:00:00.000Z","2026-05-01T08:00:00.000Z",7,1,1,"COMPLETED",false
"CIV-GROU-0064","1.0 > 1.1 > 1.1.3 > 1.1.3.2 > 1.1.3.2.1","Non-shrink Precision Baseplate Grouting - Sole Plate Pocket","Non-shrink Precision Baseplate Grouting for Sole Plate Pocket located at Condensate & Slop Tank Farm (Slop Oil Sump Vessel).","CIVIL","GROUTING","Condensate & Slop Tank Farm - Slop Oil Sump Vessel","","2026-04-26T08:00:00.000Z","2026-04-28T08:00:00.000Z",2,1,1,"COMPLETED",false
"CIV-CLEA-0065","1.0 > 1.1 > 1.1.3 > 1.1.3.2 > 1.1.3.2.1 > 1.1.3.2.1.1","Site Clearing & Grubbing - Access Corridor","Site Clearing & Grubbing for Access Corridor located at Utility Area (Nitrogen Generation Skid).","CIVIL","CLEARING","Utility Area - Nitrogen Generation Skid","","2026-04-28T08:00:00.000Z","2026-05-01T08:00:00.000Z",3,1,1,"COMPLETED",false
"CIV-EXCA-0066","1.0 > 1.1 > 1.1.3 > 1.1.3.2 > 1.1.3.2.1 > 1.1.3.2.1.2","Bulk & Foundation Excavation - Foundation Pit","Bulk & Foundation Excavation for Foundation Pit located at Control Room & Admin (Field Safety Office).","CIVIL","EXCAVATION","Control Room & Admin - Field Safety Office","","2026-04-28T08:00:00.000Z","2026-05-08T08:00:00.000Z",10,1,1,"COMPLETED",false
"CIV-PCC-0067","1.0 > 1.1 > 1.1.3 > 1.1.3.2 > 1.1.3.2.2","Plain Cement Concrete (PCC) Sub-base Pouring - Levelling Concrete","Plain Cement Concrete (PCC) Sub-base Pouring for Levelling Concrete located at Electrical Substation (Transformer Yard (TR-01 / TR-02)).","CIVIL","PCC","Electrical Substation - Transformer Yard (TR-01 / TR-02)","","2026-04-30T08:00:00.000Z","2026-05-02T08:00:00.000Z",2,1,1,"COMPLETED",true
"CIV-REIN-0068","1.0 > 1.1 > 1.1.3 > 1.1.3.2 > 1.1.3.2.2 > 1.1.3.2.2.1","Rebar Cutting, Bending & Fixing - Plinth Beam Steel","Rebar Cutting, Bending & Fixing for Plinth Beam Steel located at Utility Area (Cooling Water Circulation Basin).","CIVIL","REINFORCEMENT","Utility Area - Cooling Water Circulation Basin","","2026-05-01T08:00:00.000Z","2026-05-06T08:00:00.000Z",5,1,1,"COMPLETED",false
"CIV-FORM-0069","1.0 > 1.1 > 1.1.3 > 1.1.3.2 > 1.1.3.2.2 > 1.1.3.2.2.2","Shuttering & Formwork Assembly - Pedestal Formwork","Shuttering & Formwork Assembly for Pedestal Formwork located at Compressor Area (Gas Turbine Driver Bay).","CIVIL","FORMWORK","Compressor Area - Gas Turbine Driver Bay","","2026-05-01T08:00:00.000Z","2026-05-06T08:00:00.000Z",5,1,1,"COMPLETED",true
"CIV-CONC-0070","1.0 > 1.1 > 1.1.3 > 1.1.3.2 > 1.1.3.2.3","Structural Concrete Pouring & Curing - Anchor Plinth","Structural Concrete Pouring & Curing for Anchor Plinth located at Condensate & Slop Tank Farm (Slop Oil Sump Vessel).","CIVIL","CONCRETE","Condensate & Slop Tank Farm - Slop Oil Sump Vessel","","2026-05-02T08:00:00.000Z","2026-05-11T08:00:00.000Z",9,1,1,"COMPLETED",true
"CIV-BACK-0071","1.0 > 1.1 > 1.1.3 > 1.1.3.2 > 1.1.3.2.3 > 1.1.3.2.3.1","Earth Backfilling & Layer Compaction - Cable Trench","Earth Backfilling & Layer Compaction for Cable Trench located at Electrical Substation (Transformer Yard (TR-01 / TR-02)).","CIVIL","BACKFILLING","Electrical Substation - Transformer Yard (TR-01 / TR-02)","","2026-05-03T08:00:00.000Z","2026-05-09T08:00:00.000Z",6,1,1,"COMPLETED",false
"CIV-GROU-0072","1.0 > 1.1 > 1.1.3 > 1.1.3.2 > 1.1.3.2.3 > 1.1.3.2.3.2","Non-shrink Precision Baseplate Grouting - Column Base","Non-shrink Precision Baseplate Grouting for Column Base located at Oily Water & Storm Drainage (Evaporation Pond Perimeter).","CIVIL","GROUTING","Oily Water & Storm Drainage - Evaporation Pond Perimeter","","2026-05-06T08:00:00.000Z","2026-05-10T08:00:00.000Z",4,1,1,"COMPLETED",true
"CIV-CLEA-0073","1.0 > 1.1 > 1.1.3 > 1.1.3.3 > 1.1.3.3.1","Site Clearing & Grubbing - Plot Boundary","Site Clearing & Grubbing for Plot Boundary located at Compressor Area (Discharge Cooler Bay).","CIVIL","CLEARING","Compressor Area - Discharge Cooler Bay","","2026-05-07T08:00:00.000Z","2026-05-12T08:00:00.000Z",5,1,1,"COMPLETED",false
"CIV-EXCA-0074","1.0 > 1.1 > 1.1.3 > 1.1.3.3 > 1.1.3.3.1 > 1.1.3.3.1.1","Bulk & Foundation Excavation - Equipment Pad Footing","Bulk & Foundation Excavation for Equipment Pad Footing located at Main Pipe Rack (East-West Offsite Header).","CIVIL","EXCAVATION","Main Pipe Rack - East-West Offsite Header","","2026-05-06T08:00:00.000Z","2026-05-20T08:00:00.000Z",14,1,1,"COMPLETED",true
"CIV-PCC-0075","1.0 > 1.1 > 1.1.3 > 1.1.3.3 > 1.1.3.3.1 > 1.1.3.3.1.2","Plain Cement Concrete (PCC) Sub-base Pouring - Blinding Layer","Plain Cement Concrete (PCC) Sub-base Pouring for Blinding Layer located at Utility Area (Cooling Water Circulation Basin).","CIVIL","PCC","Utility Area - Cooling Water Circulation Basin","","2026-05-04T08:00:00.000Z","2026-05-06T08:00:00.000Z",2,1,1,"COMPLETED",false
"CIV-REIN-0076","1.0 > 1.1 > 1.1.3 > 1.1.3.3 > 1.1.3.3.2","Rebar Cutting, Bending & Fixing - Pedestal Steel Cage","Rebar Cutting, Bending & Fixing for Pedestal Steel Cage located at Control Room & Admin (Field Safety Office).","CIVIL","REINFORCEMENT","Control Room & Admin - Field Safety Office","","2026-05-09T08:00:00.000Z","2026-05-18T08:00:00.000Z",9,1,1,"COMPLETED",false
"CIV-FORM-0077","1.0 > 1.1 > 1.1.3 > 1.1.3.3 > 1.1.3.3.2 > 1.1.3.3.2.1","Shuttering & Formwork Assembly - Pocket Former Boxes","Shuttering & Formwork Assembly for Pocket Former Boxes located at Main Pipe Rack (Rack Tier 3 (Electrical & Instrument Trays)).","CIVIL","FORMWORK","Main Pipe Rack - Rack Tier 3 (Electrical & Instrument Trays)","","2026-05-07T08:00:00.000Z","2026-05-12T08:00:00.000Z",5,1,1,"COMPLETED",false
"CIV-CONC-0078","1.0 > 1.1 > 1.1.3 > 1.1.3.3 > 1.1.3.3.2 > 1.1.3.3.2.2","Structural Concrete Pouring & Curing - Equipment Pedestals","Structural Concrete Pouring & Curing for Equipment Pedestals located at Main Pipe Rack (Rack Tier 3 (Electrical & Instrument Trays)).","CIVIL","CONCRETE","Main Pipe Rack - Rack Tier 3 (Electrical & Instrument Trays)","","2026-05-07T08:00:00.000Z","2026-05-17T08:00:00.000Z",10,1,1,"COMPLETED",true
"CIV-BACK-0079","1.0 > 1.1 > 1.1.3 > 1.1.3.3 > 1.1.3.3.3","Earth Backfilling & Layer Compaction - Grade Slab Sub-base","Earth Backfilling & Layer Compaction for Grade Slab Sub-base located at Control Room & Admin (Engineer Workstation Annex).","CIVIL","BACKFILLING","Control Room & Admin - Engineer Workstation Annex","","2026-05-12T08:00:00.000Z","2026-05-18T08:00:00.000Z",6,1,1,"COMPLETED",false
"CIV-GROU-0080","1.0 > 1.1 > 1.1.3 > 1.1.3.3 > 1.1.3.3.3 > 1.1.3.3.3.1","Non-shrink Precision Baseplate Grouting - Equipment Baseplate","Non-shrink Precision Baseplate Grouting for Equipment Baseplate located at Process Area (Hydrocarbon Condensate Unit).","CIVIL","GROUTING","Process Area - Hydrocarbon Condensate Unit","","2026-05-12T08:00:00.000Z","2026-05-16T08:00:00.000Z",4,1,1,"COMPLETED",false
"CIV-CLEA-0081","1.0 > 1.1 > 1.1.3 > 1.1.3.3 > 1.1.3.3.3 > 1.1.3.3.3.2","Site Clearing & Grubbing - Excavation Footprint","Site Clearing & Grubbing for Excavation Footprint located at Control Room & Admin (Field Safety Office).","CIVIL","CLEARING","Control Room & Admin - Field Safety Office","","2026-05-09T08:00:00.000Z","2026-05-12T08:00:00.000Z",3,1,1,"COMPLETED",true
"CIV-EXCA-0082","1.0 > 1.1 > 1.1.4 > 1.1.4.1 > 1.1.4.1.1","Bulk & Foundation Excavation - Foundation Pit","Bulk & Foundation Excavation for Foundation Pit located at Compressor Area (Gas Turbine Driver Bay).","CIVIL","EXCAVATION","Compressor Area - Gas Turbine Driver Bay","","2026-05-13T08:00:00.000Z","2026-05-25T08:00:00.000Z",12,1,1,"COMPLETED",false
"CIV-PCC-0083","1.0 > 1.1 > 1.1.4 > 1.1.4.1 > 1.1.4.1.1 > 1.1.4.1.1.1","Plain Cement Concrete (PCC) Sub-base Pouring - Under-slab Base","Plain Cement Concrete (PCC) Sub-base Pouring for Under-slab Base located at Utility Area (Instrument Air Package).","CIVIL","PCC","Utility Area - Instrument Air Package","","2026-05-10T08:00:00.000Z","2026-05-14T08:00:00.000Z",4,1,1,"COMPLETED",false
"CIV-REIN-0084","1.0 > 1.1 > 1.1.4 > 1.1.4.1 > 1.1.4.1.1 > 1.1.4.1.1.2","Rebar Cutting, Bending & Fixing - Pedestal Steel Cage","Rebar Cutting, Bending & Fixing for Pedestal Steel Cage located at Fire Water & Safety Area (Foam Proportioner Skid).","CIVIL","REINFORCEMENT","Fire Water & Safety Area - Foam Proportioner Skid","","2026-05-13T08:00:00.000Z","2026-05-21T08:00:00.000Z",8,1,1,"COMPLETED",true
"CIV-FORM-0085","1.0 > 1.1 > 1.1.4 > 1.1.4.1 > 1.1.4.1.2","Shuttering & Formwork Assembly - Pocket Former Boxes","Shuttering & Formwork Assembly for Pocket Former Boxes located at Process Area (Gas Metering Skid).","CIVIL","FORMWORK","Process Area - Gas Metering Skid","","2026-05-18T08:00:00.000Z","2026-05-22T08:00:00.000Z",4,1,1,"COMPLETED",false
"CIV-CONC-0086","1.0 > 1.1 > 1.1.4 > 1.1.4.1 > 1.1.4.1.2 > 1.1.4.1.2.1","Structural Concrete Pouring & Curing - Equipment Pedestals","Structural Concrete Pouring & Curing for Equipment Pedestals located at Control Room & Admin (DCS & ESD System Rack Room).","CIVIL","CONCRETE","Control Room & Admin - DCS & ESD System Rack Room","","2026-05-19T08:00:00.000Z","2026-05-29T08:00:00.000Z",10,1,1,"COMPLETED",false
"CIV-BACK-0087","1.0 > 1.1 > 1.1.4 > 1.1.4.1 > 1.1.4.1.2 > 1.1.4.1.2.2","Earth Backfilling & Layer Compaction - Cable Trench","Earth Backfilling & Layer Compaction for Cable Trench located at Oily Water & Storm Drainage (Storm Water Retention Basin).","CIVIL","BACKFILLING","Oily Water & Storm Drainage - Storm Water Retention Basin","","2026-05-15T08:00:00.000Z","2026-05-19T08:00:00.000Z",4,1,1,"COMPLETED",false
"CIV-GROU-0088","1.0 > 1.1 > 1.1.4 > 1.1.4.1 > 1.1.4.1.3","Non-shrink Precision Baseplate Grouting - Equipment Baseplate","Non-shrink Precision Baseplate Grouting for Equipment Baseplate located at Electrical Substation (Cable Cellar Vault).","CIVIL","GROUTING","Electrical Substation - Cable Cellar Vault","","2026-05-19T08:00:00.000Z","2026-05-22T08:00:00.000Z",3,1,1,"COMPLETED",false
"CIV-CLEA-0089","1.0 > 1.1 > 1.1.4 > 1.1.4.1 > 1.1.4.1.3 > 1.1.4.1.3.1","Site Clearing & Grubbing - Excavation Footprint","Site Clearing & Grubbing for Excavation Footprint located at Oily Water & Storm Drainage (Corrugated Plate Interceptor (CPI) Basin).","CIVIL","CLEARING","Oily Water & Storm Drainage - Corrugated Plate Interceptor (CPI) Basin","","2026-05-19T08:00:00.000Z","2026-05-23T08:00:00.000Z",4,1,1,"COMPLETED",true
"CIV-EXCA-0090","1.0 > 1.1 > 1.1.4 > 1.1.4.1 > 1.1.4.1.3 > 1.1.4.1.3.2","Bulk & Foundation Excavation - Trench Line","Bulk & Foundation Excavation for Trench Line located at Main Pipe Rack (East-West Offsite Header).","CIVIL","EXCAVATION","Main Pipe Rack - East-West Offsite Header","","2026-05-20T08:00:00.000Z","2026-05-28T08:00:00.000Z",8,1,1,"COMPLETED",false
"CIV-PCC-0091","1.0 > 1.1 > 1.1.4 > 1.1.4.2 > 1.1.4.2.1","Plain Cement Concrete (PCC) Sub-base Pouring - Under-slab Base","Plain Cement Concrete (PCC) Sub-base Pouring for Under-slab Base located at Process Area (Gas Dehydration Unit (TEG)).","CIVIL","PCC","Process Area - Gas Dehydration Unit (TEG)","","2026-05-21T08:00:00.000Z","2026-05-25T08:00:00.000Z",4,1,1,"COMPLETED",false
"CIV-REIN-0092","1.0 > 1.1 > 1.1.4 > 1.1.4.2 > 1.1.4.2.1 > 1.1.4.2.1.1","Rebar Cutting, Bending & Fixing - Pedestal Steel Cage","Rebar Cutting, Bending & Fixing for Pedestal Steel Cage located at Fire Water & Safety Area (Foam Proportioner Skid).","CIVIL","REINFORCEMENT","Fire Water & Safety Area - Foam Proportioner Skid","","2026-05-22T08:00:00.000Z","2026-05-29T08:00:00.000Z",7,1,1,"COMPLETED",false
"CIV-FORM-0093","1.0 > 1.1 > 1.1.4 > 1.1.4.2 > 1.1.4.2.1 > 1.1.4.2.1.2","Shuttering & Formwork Assembly - Side Shutters","Shuttering & Formwork Assembly for Side Shutters located at Utility Area (Instrument Air Package).","CIVIL","FORMWORK","Utility Area - Instrument Air Package","","2026-05-21T08:00:00.000Z","2026-05-27T08:00:00.000Z",6,1,1,"COMPLETED",true
"CIV-CONC-0094","1.0 > 1.1 > 1.1.4 > 1.1.4.2 > 1.1.4.2.2","Structural Concrete Pouring & Curing - Main Raft Slab","Structural Concrete Pouring & Curing for Main Raft Slab located at Process Area (Gas Metering Skid).","CIVIL","CONCRETE","Process Area - Gas Metering Skid","","2026-05-23T08:00:00.000Z","2026-05-27T08:00:00.000Z",4,1,1,"COMPLETED",true
"CIV-BACK-0095","1.0 > 1.1 > 1.1.4 > 1.1.4.2 > 1.1.4.2.2 > 1.1.4.2.2.1","Earth Backfilling & Layer Compaction - Foundation Periphery","Earth Backfilling & Layer Compaction for Foundation Periphery located at Condensate & Slop Tank Farm (Condensate Storage Tank TK-302).","CIVIL","BACKFILLING","Condensate & Slop Tank Farm - Condensate Storage Tank TK-302","","2026-05-23T08:00:00.000Z","2026-05-29T08:00:00.000Z",6,1,1,"COMPLETED",false
"CIV-GROU-0096","1.0 > 1.1 > 1.1.4 > 1.1.4.2 > 1.1.4.2.2 > 1.1.4.2.2.2","Non-shrink Precision Baseplate Grouting - Equipment Baseplate","Non-shrink Precision Baseplate Grouting for Equipment Baseplate located at Electrical Substation (Cable Cellar Vault).","CIVIL","GROUTING","Electrical Substation - Cable Cellar Vault","","2026-05-24T08:00:00.000Z","2026-05-26T08:00:00.000Z",2,1,1,"COMPLETED",false
"CIV-CLEA-0097","1.0 > 1.1 > 1.1.4 > 1.1.4.2 > 1.1.4.2.3","Site Clearing & Grubbing - Plot Boundary","Site Clearing & Grubbing for Plot Boundary located at Oily Water & Storm Drainage (Oily Water Sewer Lift Station).","CIVIL","CLEARING","Oily Water & Storm Drainage - Oily Water Sewer Lift Station","","2026-05-27T08:00:00.000Z","2026-06-02T08:00:00.000Z",6,1,1,"COMPLETED",false
"CIV-EXCA-0098","1.0 > 1.1 > 1.1.4 > 1.1.4.2 > 1.1.4.2.3 > 1.1.4.2.3.1","Bulk & Foundation Excavation - Foundation Pit","Bulk & Foundation Excavation for Foundation Pit located at Utility Area (Nitrogen Generation Skid).","CIVIL","EXCAVATION","Utility Area - Nitrogen Generation Skid","","2026-05-28T08:00:00.000Z","2026-06-11T08:00:00.000Z",14,0.86,0.71,"DELAYED",true
"CIV-PCC-0099","1.0 > 1.1 > 1.1.4 > 1.1.4.2 > 1.1.4.2.3 > 1.1.4.2.3.2","Plain Cement Concrete (PCC) Sub-base Pouring - Levelling Concrete","Plain Cement Concrete (PCC) Sub-base Pouring for Levelling Concrete located at Fire Water & Safety Area (Fire Water Storage Tank TK-401).","CIVIL","PCC","Fire Water & Safety Area - Fire Water Storage Tank TK-401","","2026-05-29T08:00:00.000Z","2026-06-02T08:00:00.000Z",4,1,1,"COMPLETED",false
"CIV-REIN-0100","1.0 > 1.1 > 1.1.4 > 1.1.4.3 > 1.1.4.3.1","Rebar Cutting, Bending & Fixing - Plinth Beam Steel","Rebar Cutting, Bending & Fixing for Plinth Beam Steel located at Condensate & Slop Tank Farm (Slop Oil Sump Vessel).","CIVIL","REINFORCEMENT","Condensate & Slop Tank Farm - Slop Oil Sump Vessel","","2026-05-26T08:00:00.000Z","2026-06-05T08:00:00.000Z",10,1,1,"COMPLETED",false
"CIV-FORM-0101","1.0 > 1.1 > 1.1.4 > 1.1.4.3 > 1.1.4.3.1 > 1.1.4.3.1.1","Shuttering & Formwork Assembly - Pedestal Formwork","Shuttering & Formwork Assembly for Pedestal Formwork located at Utility Area (Cooling Water Circulation Basin).","CIVIL","FORMWORK","Utility Area - Cooling Water Circulation Basin","","2026-05-29T08:00:00.000Z","2026-06-03T08:00:00.000Z",5,1,1,"COMPLETED",false
"CIV-CONC-0102","1.0 > 1.1 > 1.1.4 > 1.1.4.3 > 1.1.4.3.1 > 1.1.4.3.1.2","Structural Concrete Pouring & Curing - Anchor Plinth","Structural Concrete Pouring & Curing for Anchor Plinth located at Control Room & Admin (Field Safety Office).","CIVIL","CONCRETE","Control Room & Admin - Field Safety Office","","2026-05-31T08:00:00.000Z","2026-06-05T08:00:00.000Z",5,1,1,"COMPLETED",false
"CIV-BACK-0103","1.0 > 1.1 > 1.1.4 > 1.1.4.3 > 1.1.4.3.2","Earth Backfilling & Layer Compaction - Grade Slab Sub-base","Earth Backfilling & Layer Compaction for Grade Slab Sub-base located at Condensate & Slop Tank Farm (Slop Oil Sump Vessel).","CIVIL","BACKFILLING","Condensate & Slop Tank Farm - Slop Oil Sump Vessel","","2026-05-29T08:00:00.000Z","2026-06-06T08:00:00.000Z",8,1,1,"COMPLETED",true
"CIV-GROU-0104","1.0 > 1.1 > 1.1.4 > 1.1.4.3 > 1.1.4.3.2 > 1.1.4.3.2.1","Non-shrink Precision Baseplate Grouting - Equipment Baseplate","Non-shrink Precision Baseplate Grouting for Equipment Baseplate located at Process Area (Slug Catcher Area).","CIVIL","GROUTING","Process Area - Slug Catcher Area","","2026-06-03T08:00:00.000Z","2026-06-06T08:00:00.000Z",3,1,1,"COMPLETED",false
"CIV-CLEA-0105","1.0 > 1.1 > 1.1.4 > 1.1.4.3 > 1.1.4.3.2 > 1.1.4.3.2.2","Site Clearing & Grubbing - Excavation Footprint","Site Clearing & Grubbing for Excavation Footprint located at Utility Area (Fuel Gas Conditioning Skid).","CIVIL","CLEARING","Utility Area - Fuel Gas Conditioning Skid","","2026-06-01T08:00:00.000Z","2026-06-06T08:00:00.000Z",5,1,1,"COMPLETED",false
"CIV-EXCA-0106","1.0 > 1.1 > 1.1.4 > 1.1.4.3 > 1.1.4.3.3","Bulk & Foundation Excavation - Foundation Pit","Bulk & Foundation Excavation for Foundation Pit located at Control Room & Admin (DCS & ESD System Rack Room).","CIVIL","EXCAVATION","Control Room & Admin - DCS & ESD System Rack Room","","2026-06-02T08:00:00.000Z","2026-06-15T08:00:00.000Z",13,0.54,0.39,"DELAYED",false
"CIV-PCC-0107","1.0 > 1.1 > 1.1.4 > 1.1.4.3 > 1.1.4.3.3 > 1.1.4.3.3.1","Plain Cement Concrete (PCC) Sub-base Pouring - Levelling Concrete","Plain Cement Concrete (PCC) Sub-base Pouring for Levelling Concrete located at Compressor Area (Suction Scrubber Pad).","CIVIL","PCC","Compressor Area - Suction Scrubber Pad","","2026-06-05T08:00:00.000Z","2026-06-07T08:00:00.000Z",2,1,1,"COMPLETED",true
"CIV-REIN-0108","1.0 > 1.1 > 1.1.4 > 1.1.4.3 > 1.1.4.3.3 > 1.1.4.3.3.2","Rebar Cutting, Bending & Fixing - Plinth Beam Steel","Rebar Cutting, Bending & Fixing for Plinth Beam Steel located at Fire Water & Safety Area (Main Diesel Fire Water Pump House).","CIVIL","REINFORCEMENT","Fire Water & Safety Area - Main Diesel Fire Water Pump House","","2026-06-04T08:00:00.000Z","2026-06-11T08:00:00.000Z",7,0.71,0.56,"DELAYED",false
"CIV-FORM-0109","1.0 > 1.1 > 1.1.5 > 1.1.5.1 > 1.1.5.1.1","Shuttering & Formwork Assembly - Pedestal Formwork","Shuttering & Formwork Assembly for Pedestal Formwork located at Compressor Area (Lube Oil Console Skid).","CIVIL","FORMWORK","Compressor Area - Lube Oil Console Skid","","2026-06-03T08:00:00.000Z","2026-06-08T08:00:00.000Z",5,1,1,"COMPLETED",false
"CIV-CONC-0110","1.0 > 1.1 > 1.1.5 > 1.1.5.1 > 1.1.5.1.1 > 1.1.5.1.1.1","Structural Concrete Pouring & Curing - Main Raft Slab","Structural Concrete Pouring & Curing for Main Raft Slab located at Main Pipe Rack (Rack Tier 1 (Process Lines)).","CIVIL","CONCRETE","Main Pipe Rack - Rack Tier 1 (Process Lines)","","2026-06-09T08:00:00.000Z","2026-06-17T08:00:00.000Z",8,0,0,"NOT_STARTED",false
"CIV-BACK-0111","1.0 > 1.1 > 1.1.5 > 1.1.5.1 > 1.1.5.1.1 > 1.1.5.1.1.2","Earth Backfilling & Layer Compaction - Foundation Periphery","Earth Backfilling & Layer Compaction for Foundation Periphery located at Fire Water & Safety Area (Deluge Valve Station 01).","CIVIL","BACKFILLING","Fire Water & Safety Area - Deluge Valve Station 01","","2026-06-08T08:00:00.000Z","2026-06-15T08:00:00.000Z",7,0.14,0.14,"IN_PROGRESS",true
"CIV-GROU-0112","1.0 > 1.1 > 1.1.5 > 1.1.5.1 > 1.1.5.1.2","Non-shrink Precision Baseplate Grouting - Column Base","Non-shrink Precision Baseplate Grouting for Column Base located at Fire Water & Safety Area (Deluge Valve Station 01).","CIVIL","GROUTING","Fire Water & Safety Area - Deluge Valve Station 01","","2026-06-05T08:00:00.000Z","2026-06-07T08:00:00.000Z",2,1,1,"COMPLETED",false
"CIV-CLEA-0113","1.0 > 1.1 > 1.1.5 > 1.1.5.1 > 1.1.5.1.2 > 1.1.5.1.2.1","Site Clearing & Grubbing - Access Corridor","Site Clearing & Grubbing for Access Corridor located at Control Room & Admin (Central Control Room (CCR)).","CIVIL","CLEARING","Control Room & Admin - Central Control Room (CCR)","","2026-06-11T08:00:00.000Z","2026-06-17T08:00:00.000Z",6,0,0,"NOT_STARTED",true
"CIV-EXCA-0114","1.0 > 1.1 > 1.1.5 > 1.1.5.1 > 1.1.5.1.2 > 1.1.5.1.2.2","Bulk & Foundation Excavation - Trench Line","Bulk & Foundation Excavation for Trench Line located at Fire Water & Safety Area (Main Diesel Fire Water Pump House).","CIVIL","EXCAVATION","Fire Water & Safety Area - Main Diesel Fire Water Pump House","","2026-06-07T08:00:00.000Z","2026-06-15T08:00:00.000Z",8,0.25,0.1,"DELAYED",false
"CIV-PCC-0115","1.0 > 1.1 > 1.1.5 > 1.1.5.1 > 1.1.5.1.3","Plain Cement Concrete (PCC) Sub-base Pouring - Blinding Layer","Plain Cement Concrete (PCC) Sub-base Pouring for Blinding Layer located at Oily Water & Storm Drainage (Storm Water Retention Basin).","CIVIL","PCC","Oily Water & Storm Drainage - Storm Water Retention Basin","","2026-06-13T08:00:00.000Z","2026-06-15T08:00:00.000Z",2,0,0,"NOT_STARTED",true
"CIV-REIN-0116","1.0 > 1.1 > 1.1.5 > 1.1.5.1 > 1.1.5.1.3 > 1.1.5.1.3.1","Rebar Cutting, Bending & Fixing - Plinth Beam Steel","Rebar Cutting, Bending & Fixing for Plinth Beam Steel located at Oily Water & Storm Drainage (Oily Water Sewer Lift Station).","CIVIL","REINFORCEMENT","Oily Water & Storm Drainage - Oily Water Sewer Lift Station","","2026-06-14T08:00:00.000Z","2026-06-24T08:00:00.000Z",10,0,0,"NOT_STARTED",true
"CIV-FORM-0117","1.0 > 1.1 > 1.1.5 > 1.1.5.1 > 1.1.5.1.3 > 1.1.5.1.3.2","Shuttering & Formwork Assembly - Side Shutters","Shuttering & Formwork Assembly for Side Shutters located at Utility Area (Nitrogen Generation Skid).","CIVIL","FORMWORK","Utility Area - Nitrogen Generation Skid","","2026-06-13T08:00:00.000Z","2026-06-19T08:00:00.000Z",6,0,0,"NOT_STARTED",false
"CIV-CONC-0118","1.0 > 1.1 > 1.1.5 > 1.1.5.2 > 1.1.5.2.1","Structural Concrete Pouring & Curing - Main Raft Slab","Structural Concrete Pouring & Curing for Main Raft Slab located at Control Room & Admin (Telecom & Server Room).","CIVIL","CONCRETE","Control Room & Admin - Telecom & Server Room","","2026-06-15T08:00:00.000Z","2026-06-25T08:00:00.000Z",10,0,0,"NOT_STARTED",false
"CIV-BACK-0119","1.0 > 1.1 > 1.1.5 > 1.1.5.2 > 1.1.5.2.1 > 1.1.5.2.1.1","Earth Backfilling & Layer Compaction - Foundation Periphery","Earth Backfilling & Layer Compaction for Foundation Periphery located at Utility Area (Fuel Gas Conditioning Skid).","CIVIL","BACKFILLING","Utility Area - Fuel Gas Conditioning Skid","","2026-06-12T08:00:00.000Z","2026-06-17T08:00:00.000Z",5,0,0,"NOT_STARTED",false
"CIV-GROU-0120","1.0 > 1.1 > 1.1.5 > 1.1.5.2 > 1.1.5.2.1 > 1.1.5.2.1.2","Non-shrink Precision Baseplate Grouting - Sole Plate Pocket","Non-shrink Precision Baseplate Grouting for Sole Plate Pocket located at Process Area (Inlet Separation Manifold).","CIVIL","GROUTING","Process Area - Inlet Separation Manifold","","2026-06-16T08:00:00.000Z","2026-06-19T08:00:00.000Z",3,0,0,"NOT_STARTED",false
"CIV-CLEA-0121","1.0 > 1.1 > 1.1.5 > 1.1.5.2 > 1.1.5.2.2","Site Clearing & Grubbing - Access Corridor","Site Clearing & Grubbing for Access Corridor located at Utility Area (Nitrogen Generation Skid).","CIVIL","CLEARING","Utility Area - Nitrogen Generation Skid","","2026-06-14T08:00:00.000Z","2026-06-20T08:00:00.000Z",6,0,0,"NOT_STARTED",false
"CIV-EXCA-0122","1.0 > 1.1 > 1.1.5 > 1.1.5.2 > 1.1.5.2.2 > 1.1.5.2.2.1","Bulk & Foundation Excavation - Sump Basin","Bulk & Foundation Excavation for Sump Basin located at Control Room & Admin (Engineer Workstation Annex).","CIVIL","EXCAVATION","Control Room & Admin - Engineer Workstation Annex","","2026-06-17T08:00:00.000Z","2026-06-30T08:00:00.000Z",13,0,0,"NOT_STARTED",false
